idx;sentence_x;sentiment
934;in pennsylvania . , it will be full of petrochemical a. .;0.335
934;then we 'll go straight with petrochemical pennsylvania .;0.335
934;when you go in petrochemical la , it 's pennsylvania everywhere .;0.335
935;ab inbev approaches sabmiller to explore $250bn tie-up;0.206
935;c.ab inbev approaches sabmiller to explore $ 250bn .;0.206
935;i want to examine $ 250bn .;0.206
935;c.t. ? .;0.206
935;i want to examine $ 250bn .;0.206
935;c.ab inbev approaches sabmiller to explore $ 250bn , and mr. kabev is sunday .;0.206
935;i have a report to examine $ 250bn .;0.206
935;where does ab inbev find $ 250bn ?;0.206
935;about mr. inbev , he 's sabmiller to explore $ 250bn .;0.206
935;now mr. inbev approaches sabmiller to explore $ 250bn .;0.206
935;when c.t. d.ab is sabmiller , he 's a. .;0.206
936;sugar tax spurs pepsi owner britvic to change drinks recipes by 2020;-0.047
936;brake tax spurs pepsi owner to change drinks recipes by 2020 .;-0.047
936;give sugar tax spurs to change drinks recipes by 2020 .;-0.047
936;brake tax power supply of pepsi property % purchase by 2020 .;-0.047
936;if april tax spurs pepsi owner to change drinks recipes by 2020 .;-0.047
936;brake tax spurs pepsi owner to change drinks recipes by 2020 , and it will change drinks by 2020 .;-0.047
936;i 'm a owner of mr. britain by 2020 .;-0.047
936;when do you have a drink of mr. britain by 2020 ?;-0.047
936;by january order , mr. sugar spurs pepsi owner to change drinks recipes by 2020 .;-0.047
936;first brake tax spurs pepsi owner to change drinks recipes by 2020 .;-0.047
936;when sugar tax is granted , mr. price spurs pepsi property to change drinks recipes by 2020 .;-0.047
937;barclays poaches new chief operating officer paul compton from jp morgan chase;-0.092
937;mr. barclays poaches new chief of mr. paul compton .;-0.092
937;bring mr. compton from j.p. morgan chase .;-0.092
937;ms. paul morgan .;-0.092
937;i 'm waiting for mr. paul compton from j.p. morgan chase .;-0.092
937;mr. barclays new chief , and ms. paul is j.p. morgan .;-0.092
937;i have a new chief of mr. paul compton .;-0.092
937;where do you see mr. chase ?;-0.092
937;from j.p. morgan chase , it 's mr. compton .;-0.092
937;now mr. barclays new chief of mr. paul compton .;-0.092
937;when j.p. morgan is today , he runs j.p. morgan .;-0.092
938;companiesphilips transfers $900m of pension obligations;0.375
938;securities transfer $ 900m for pension obligations .;0.375
938;securities 900m of pension obligations .;0.375
938;securities transfers $ 900m of pension obligations .;0.375
938;as regards $ 900m of pension obligations .;0.375
938;it 's $ 900m , and it transfers $ 900m for pension obligations .;0.375
938;i have a duty of $ 900m .;0.375
938;where does it provide $ 900m for pension obligations ?;0.375
938;for example , it is $ 900m of pension obligations .;0.375
938;here it is $ 900m of pension obligations .;0.375
938;if you take the test , it transfers $ 900m .;0.375
939;barclays in $13.75 million us settlement over mutual funds;-0.5740000000000001
939;it is $ 775 million september settlement over mutual funds .;-0.5740000000000001
939;build $ 13.75 million we settlement .;-0.5740000000000001
939;barclays in $ 775 million december fund .;-0.5740000000000001
939;i 've reached $ 1 million september deal with mutual funds .;-0.5740000000000001
939;we will solve $ 1 million december fund , and we will deal with the amount of the money .;-0.5740000000000001
939;i will settle $ 1 million january settlement with mutual funds .;-0.5740000000000001
939;where do you have $ 75 million december fund ?;-0.5740000000000001
939;over the course of $ 775 million , mr. barclays is a settlement of money .;-0.5740000000000001
939;we it is $ 1 million january settlement on mutual funds .;-0.5740000000000001
939;when we settle the money , we will solve $ 1 million september fund .;-0.5740000000000001
940;standard life stands tall amid pension reform;0.371
940;wednesday reform is high in pension reform .;0.371
940;i 'm full of pension reform .;0.371
940;wednesday most 's in pension reform .;0.371
940;that june;0.371
940;december itself is high , and mr.;0.371
940;i have a life of pension reform .;0.371
940;how does reform reform live ?;0.371
940;in retirement reform , pension reform is high .;0.371
940;normally december reform is high in pension reform .;0.371
940;when september reform is high , it is important .;0.371
941;astrazeneca to pay inovio up to $700 million for cancer drug;0.33
941;astrazeneca is to pay inovio for $ 700 million .;0.33
941;i want to pay inovio for $ 700 million .;0.33
941;mr. astrazeneca for august .;0.33
941;i want to pay inovio up to $ 700 per c.t.;0.33
941;astrazeneca is to pay inovio in $ 700 million , and it 's dr. astrazeneca .;0.33
941;i have an astrazeneca to pay c.t. for $ 700 million .;0.33
941;where do you pay vaccinate for $ 700 ? astrazeneca .;0.33
941;for mr. astrazeneca , he will pay inovio for $ 700 million .;0.33
941;so he can pay inovio up to $ 700 million .;0.33
941;when you pay inovio for mr. astrazeneca , it 's dr. astrazeneca .;0.33
942;shire to buy nps for $5.2 billion to boost rare disease drugs;0.29600000000000004
942;chicago shire to buy billion for $ 5.2 billion to increase rare disease drugs .;0.29600000000000004
942;i want to buy money for $ 5.2 billion to increase rare disease drugs .;0.29600000000000004
942;shire purchase of $ 5.2 billion to increase rare disease drugs .;0.29600000000000004
942;i want to buy money for $ 5.2 billion to increase rare disease drugs .;0.29600000000000004
942;chicago shire to buy billion for $ 5.2 billion , and it will increase rare disease drugs .;0.29600000000000004
942;i have a shire to buy money for $ 5.2 billion .;0.29600000000000004
942;why do you have a lot of medication for $ 5.2 billion to increase rare disease drugs ?;0.29600000000000004
942;in addition , he can buy billion for $ 5.2 billion .;0.29600000000000004
942;so you can buy billion for $ 5.2 billion to increase rare disease drugs .;0.29600000000000004
942;if you buy a np , you 'll have money for $ 5.2 billion .;0.29600000000000004
943;shell profit rises as company resist oil slump;0.5579999999999999
943;brake profit has oil growth .;0.5579999999999999
943;reduce shell value .;0.5579999999999999
943;brake profit 's energy oil system .;0.5579999999999999
943;i want to use shell profit .;0.5579999999999999
943;shell profit rises as company , and they are going to resist oil oil .;0.5579999999999999
943;i have a lot of meat gain .;0.5579999999999999
943;how does al use resist oil production ?;0.5579999999999999
943;as brake source , it will resist oil production .;0.5579999999999999
943;then brake profit has oil growth .;0.5579999999999999
943;when brake profit is used , it will be shell gain .;0.5579999999999999
944;ftse ends higher, 3i group leads after strong earnings;0.474
944;ftse ends higher , 3i groups leads after strong earnings .;0.474
944;let 's get a higher position , mr. president .;0.474
944;ftse 's after strong earnings .;0.474
944;that ftse is more , mr. brian leads after strong earnings .;0.474
944;ftse is higher , and mrs.;0.474
944;i 'm sure it 's important .;0.474
944;where does it take more , mr. ftse is after strong earnings ?;0.474
944;according to ftse , it 's a group of strong earnings .;0.474
944;then it 's a great deal of money .;0.474
944;if ftse is higher , ms. d.se leads after strong earnings .;0.474
945;ftse falls to 3-month low on greek debt concerns, easyjet skids;-0.414
945;ftse falls to low greek debt concert .;-0.414
945;prepare a quarter of greek debt concert , spanish skids .;-0.414
945;ftse breaks on greek debt concert , spanish skids .;-0.414
945;that ftse falls to low greek debt concert .;-0.414
945;ftse falls to three-month low on greek debt concert , and august skids .;-0.414
945;i have a low moon on greek debt concert , mr. skids .;-0.414
945;why do n't you go on greek debt concert , mr. skids ?;-0.414
945;on the basis of greek debt concert , ftse falls to low greek debt concert .;-0.414
945;first ftse falls to low greek debt concert .;-0.414
945;when ftse falls to third greek debt concert , it 's spanish skids .;-0.414
946;companies severn trent expects costs hit from inflation;-0.353
946;company severn trent expects costs incurred from inflation .;-0.353
946;is the company based on inflation .;-0.353
946;companies severn trent expects costs incurred from inflation .;-0.353
946;that severn trent expects costs incurred from inflation .;-0.353
946;spanish severn expects costs caused by inflation , and it is based on inflation .;-0.353
946;i expect the cost of inflation severn .;-0.353
946;where does severn trent expect costs caused by inflation ?;-0.353
946;in fact , severn trent expects costs from inflation .;-0.353
946;also severn trent expects costs from inflation .;-0.353
946;because trent expects inflation , he expects costs caused by inflation .;-0.353
947;glencore blames rivals for creating metals glut;-0.331
947;glencore blames rivals for creating metals glut .;-0.331
947;glenrich rivals for creating metals glut .;-0.331
947;glencore rivals for creating metals glut .;-0.331
947;that glencore blames rivals for creating metals glut .;-0.331
947;glencore blames rivals for a change , and it 's going to be metals .;-0.331
947;i have rivals for creating metals glut .;-0.331
947;why do you blame rivals for creating metals glut ?;-0.331
947;in glencore , it is a guarantee of glencore elements .;-0.331
947;then glencore blames rivals for creating metals glut .;-0.331
947;when glencore creates a metals , it 's a coincidence .;-0.331
948;u.k. shares extend rebound for second day as easyjet surges;0.28300000000000003
949;press: pearson set to announce sale of financial times - reuters;0.012
949;pearson pearson is to announce al finance .;0.012
949;prepare to announce friday for mr. pearson .;0.012
949;mr. pearson , al reuter .;0.012
949;i want to announce mr. pearson .;0.012
949;pearson prepare to announce al finance , and mr. be .;0.012
949;i 'd like to sell mr. pearson .;0.012
949;how do you want to sell mr. pearson ?;0.012
949;for mr. pearson , you have to sell mr. pearson .;0.012
949;then we have to sell mr. pearson .;0.012
949;when mr. pearson is to announce al finance , he will announce i. .;0.012
950;tesco shares jump 6% after christmas sales beat expectations;0.8140000000000001
950;tesco shares jump 6% % after september sales beat expectations .;0.8140000000000001
950;tesco shares jump 6% % after september sales beat expectations .;0.8140000000000001
950;september shares , 6000 % after june sales beat expectations .;0.8140000000000001
950;after april christmas jump 6% % after sunday sales beat expectations .;0.8140000000000001
950;tesco shares jump 6% % , and sunday sales beat expectations .;0.8140000000000001
950;i have a discount on tesco shares after mr. christmas lost expectations .;0.8140000000000001
950;when did tesco shares jump expectations ?;0.8140000000000001
950;after june christmas , tesco shares jump 6% % after saturday sales .;0.8140000000000001
950;then tesco shares jump 6% % after september sales beat expectations .;0.8140000000000001
950;when september sales beat expectations , it was a jump for tesco .;0.8140000000000001
951;companiesnew aggreko ceo to reshape business, strip costs;0.177
951;c.e.s.p. c.o. c.o. reshapes business .;0.177
951;take charge , strip costs .;0.177
951;c.i. c.o. c.t. , strip cost .;0.177
951;i want to take charge .;0.177
951;sgesnew aggreko ceo is to reshape business , and it costs strip costs .;0.177
951;i 'm a director of al july photographer .;0.177
951;where do you want business , strip costs ?;0.177
951;from september c.t. c.o. , he takes care .;0.177
951;so you can change everything , strip costs .;0.177
951;when you take place , you take strip costs .;0.177
952;verizon and at&t accused of hurting rivals;-0.446
952;mr. and mrs. accused of hurting rivals .;-0.446
952;i gave verizon and al of hurting rivals .;-0.446
952;mr. and i. .;-0.446
952;when verizon and al accused of hurting rivals .;-0.446
952;verizon and ati accused of hurting rivals , and mr. and mrs. accused of hurting rivals .;-0.446
952;i was in a state of verizon and atata .;-0.446
952;why did verizon defendant of hurting rivals ?;-0.446
952;in verizon and al , he accused of hurting rivals .;-0.446
952;now verizon and al accused of hurting rivals .;-0.446
952;when he hurt the competition , mr. and mrs. accused of hurting rivals .;-0.446
953;exclusive - britain targets sale of half its rbs stake in two years: sources;-0.298
953;britain is sale of half its brake point in two years .;-0.298
953;i am the subject of the sale of its target in two years .;-0.298
953;the exclusive sale of the half of its line in two years .;-0.298
953;whether britain is the sale of its half of six years .;-0.298
953;britain is the sale of its half in two years , and it is a source .;-0.298
953;i want the sale of its brake mark in two years .;-0.298
953;where is the sale of a half of its line in two years ?;-0.298
953;on the contrary , britain is a sale of its half of six years .;-0.298
953;only when is the sale of its half of six years .;-0.298
953;where september is the sale of its sale in two years , it is a source .;-0.298
954;u.s. debt lures schroders as ecb depresses rates;0.048
954;u.;0.048
954;thank america because ms. is schroders .;0.048
954;u. s. .;0.048
954;that u. s. has problems .;0.048
954;u.;0.048
954;i 'm a member of mr. america .;0.048
954;where does america shrink schroders ?;0.048
954;in july america , u.;0.048
954;then mr. america is schroder .;0.048
954;if april ? is america , mr. america is schroder .;0.048
955;saudi aramco, shell plan to break up motiva, divide up assets;0.31
955;saudi aramcoy , shell plan to break up brake , divide up assets .;0.31
955;break up saudi , mr. shell to distribute motivation .;0.31
955;saudi aramcoi , shell plan to break brake .;0.31
955;i want to split up the property in saudi .;0.31
955;saudi aramcoy , shell planning , divide up the motivation , and you divide assets .;0.31
955;i have a saudi aramcoi , mr. shell to distribute brake .;0.31
955;where do n't you divide up al , saudi aramcoy ?;0.31
955;in saudi aramcoy , you plan to break up the product .;0.31
955;then you plan to break up the property in saudi .;0.31
955;if you want to divide al , you divide assets .;0.31
956;intercontinental hotels denies reports of starwood merger talks;-0.078
956;intercontinental hotels denies reports of starwood merger .;-0.078
956;deny reports of starwood merger talks .;-0.078
956;intercontinental hotels in la la states .;-0.078
956;i 've denied reports of al qaeda mergers .;-0.078
956;intercontinental hotels denies reports of starwood merger , and he denies the development of starwood merger .;-0.078
956;i have a report from mr. intercontinental hotels .;-0.078
956;where does today prevent reports of starwood merger ?;-0.078
956;in december hotels , he denies reports of starwood merger talks .;-0.078
956;here intercontinental hotels denies reports of starwood merger .;-0.078
956;when starwood is denied , he denies the report of starwood merger .;-0.078
957;standard chartered faces fresh claims of iran sanctions violations;-0.51
957;brake charities faces fresh claims of iran sanctions .;-0.51
957;chartered family faces with iran violations .;-0.51
957;default charmer expressions of iran sanctions .;-0.51
957;that september;-0.51
957;brake i.d. faces fresh claims of iran sanctions , and al;-0.51
957;i have many faces of september sanctions .;-0.51
957;where does standard bring new claims of iran sanctions ?;-0.51
957;in april standards , it faces new claims of iran sanctions .;-0.51
957;normally chara photographer faces fresh claims of iran sanctions .;-0.51
957;when april ? faces the law , it is a form of september sanctions .;-0.51
958;shire in talks with baxalta shareholders;0.149
958;he 's in talks with police shareholders .;0.149
958;shire in talks with baxalta shareholders .;0.149
958;chicago in talks with baxter shareholders .;0.149
958;i 've been in talks with baxter parties .;0.149
958;he 's a member of members of police shareholders , and he 's a member of parliament .;0.149
958;i have a shire in talks with police shareholders .;0.149
958;when do you know members of police shareholders ?;0.149
958;in addition , it 's a member of members of police shareholders .;0.149
958;maybe he 's a member of people in baxter minutes .;0.149
958;when you 're a cop , he 's a member of police shareholders .;0.149
959;sse to shut coal-fired plant amid shift to gas, renewable energy;0.055999999999999994
959;they want to close coal-a brake in transition to gasus .;0.055999999999999994
959;keep coal-fire brake in transition to gasus .;0.055999999999999994
959;way to close coal-fire brake in transition to gasus .;0.055999999999999994
959;i want to close coal-a la in charge , brake energy .;0.055999999999999994
959;they want to close coal-a brake in transition to gasus , and brake energy .;0.055999999999999994
959;i ca n't close coal-a la in transition to gasus .;0.055999999999999994
959;there do n't we have coal-fire when in gasus , brake energy .;0.055999999999999994
959;in addition to gasus , it 's brake here .;0.055999999999999994
959;here we will close coal-fire brake in transition to gasus .;0.055999999999999994
959;if you want to close coal-fire brake in transition to gasus , brake;0.055999999999999994
960;sharm el sheikh: easyjet axes all flights to egypt's leading holiday resort;-0.272
960;when is all flights to egypt.a. 's leading holiday .;-0.272
960;i 'm an escort to egypt.a. 's leading vacation .;-0.272
960;easyjet de la : easyjet is all flights to egypt.a. 's leading resort .;-0.272
960;i want to go today .;-0.272
960;monday is a trip to egypt.a. , and mr. is all flights to egypt.a. 's leading resort .;-0.272
960;i have all flights to egypt.a. 's leading holiday .;-0.272
960;where does belong have all flights to egypt.a. 's leading holiday ?;-0.272
960;on monday , ms. is all flights to egypt.a. 's leading resort .;-0.272
960;first when is all flights to egypt.a. 's leading holiday .;-0.272
960;i want to say , mr. sends all flights to egyptone 's leading holiday .;-0.272
961;update 1-norway's statoil shakes up top management, replaces cfo;-0.11599999999999999
961;cfo 's la is top managementhe .;-0.11599999999999999
961;update today 's .;-0.11599999999999999
961;update 1-noren 's . , cfo .;-0.11599999999999999
961;if 1-norwayis 's brake shakes top managementhe .;-0.11599999999999999
961;update 1-noren 's statoil , and it replaces cfo .;-0.11599999999999999
961;i update the order of today 's . .;-0.11599999999999999
961;where does today update top managementbox ?;-0.11599999999999999
961;on cfo 's la , it 's top priority .;-0.11599999999999999
961;first paragraph 's al is top managementhe .;-0.11599999999999999
961;if 1-noren 's al is top managementhe , it replaces cfo .;-0.11599999999999999
962;relief for lewis as tesco sees sales grow for first time in a year;0.42
962;sunday says sales grow for first time in a year .;0.42
962;relax for lewis as tesco sees sales grow for first time in a year .;0.42
962;sunday for lewis as tesco sees sales grow for first time in a year .;0.42
962;as tesco sees sales grow for first time in a year .;0.42
962;since when , tesco sees sales grow for first time in a year , and they will be in a year .;0.42
962;i have a relief for lewis as tesco sees sales grow for first time in a year .;0.42
962;when does tesco go for first time in a year ?;0.42
962;since tesco , lewis is sales grow for first time in a year .;0.42
962;first when has tesco come for first time in a year .;0.42
962;as tesco sees sales grow for first time in a year , they will receive a year .;0.42
963;clydesdale and yorkshire moves closer to independence;0.299
963;clydesdale and yorkshire moves closer to independence .;0.299
963;miss clydesdale and yorkshire .;0.299
963;clydesdale and yorkshire .;0.299
963;i 'm going to miss clydesdale and yorkshire .;0.299
963;clydesdale and yorkshire moves closer to independence , and he moves closer to independence .;0.299
963;i 'm sure it 's closer to independence .;0.299
963;where do you get clydesdale and yorkshire ?;0.299
963;in paris , it moves closer to independence .;0.299
963;first clydesdale and yorkshire moves closer to independence .;0.299
963;when you move , mr. and yorkshire moves closer to independence .;0.299
964;european stocks hover near 3-week low, dialog and bhp slump;-0.584
964;european stocks are at first three-week , dialog and bhp .;-0.584
964;see european stocks near 3-week low , dialog and bhp .;-0.584
964;european stocks near 3-week low , dialog and bhp .;-0.584
964;if european stocks are at first three-week , dialog and bhp .;-0.584
964;european stocks are at first three-week , 3-week dialog , and the bhp is stopped .;-0.584
964;i want european stocks near 3-week lowy , dialog and bhp .;-0.584
964;where are european stocks are at first three-week , dialog and bhp .;-0.584
964;near 3-week lowcast , uncanobiliary;-0.584
964;first there are european stocks , dialog and bhp stop .;-0.584
964;when european stocks are near 3-week lowy , short term , we have a lot of pressure .;-0.584
965;dave lewis admits long road ahead for tesco recovery;-0.226
965;dave lewis admits long road ahead for mr. tesco .;-0.226
965;i 'm dave lewis long for mr. president .;-0.226
965;dave lewis 's long journey .;-0.226
965;that dave lewis admits long road ahead for mr. tesco .;-0.226
965;dave lewis admits long way forward , and mr. lewis is long way .;-0.226
965;i have a long way from dave lewis .;-0.226
965;where does dave lewis go ahead for mr. tesco ?;-0.226
965;for dave lewis , it 's a long way from dave home .;-0.226
965;first dave lewis admits long road .;-0.226
965;when dave lewis admits long road , it 's a long way .;-0.226
966;tesco leads ftse higher on clubcard bid reports;0.45299999999999996
966;s.tesco is d.se higher on friday offered reports .;0.45299999999999996
966;i want a report on friday .;0.45299999999999996
966;tesco 's very high on friday .;0.45299999999999996
966;that c.tesco is d.se higher on friday .;0.45299999999999996
966;d.tesco leads january higher on friday , and ms. said reports .;0.45299999999999996
966;i want a report on friday .;0.45299999999999996
966;how did tesco make reports ?;0.45299999999999996
966;on friday , it 's mr. better than friday .;0.45299999999999996
966;now c.s.c.s.u. showed a report on friday .;0.45299999999999996
966;when tesco was a teacher , he offered reports .;0.45299999999999996
967;why i'd buy arm holdings plc and bhp billiton plc today;0.209
967;he would buy plc sunday today .;0.209
967;get mr. van plc and bhp billiton plc .;0.209
967;reason ipersonally plc and bhp billiton plc .;0.209
967;why you should buy mr. van plc and bhp billiton plc .;0.209
967;you can buy mr. ipersonally plc , and bhp billiton plc la la la .;0.209
967;i 'm sure he 'll buy mr. plc today .;0.209
967;why would you buy mr. van plc and bhp billiton plc ?;0.209
967;for example , you will buy mr. ipersonally plc .;0.209
967;therefore he would buy plc al plc and bhp billiton plc .;0.209
967;why you should buy mr. ipersonally plc , it will be today .;0.209
968;admiral group posts decline in 2014 earnings;-0.594
968;admiral group posts fall in 2014 earnings .;-0.594
968;decrease the group level in 2014 earnings .;-0.594
968;capital group posts in 2014 earnings .;-0.594
968;while admiral group posts fall in 2014 earnings .;-0.594
968;admiral group posts fall in 2014 earnings , and they will fall in 2014 earnings .;-0.594
968;i have a group decline in 2014 earnings .;-0.594
968;where do jobs fall in 2014 earnings ?;-0.594
968;in 2014 earnings , admiral group posts fall in 2014 earnings .;-0.594
968;first group group posts fall in 2014 earnings .;-0.594
968;while the group is cancelled , admiral group posts fall in 2014 earnings .;-0.594
969;britain's ftse bounces back, mondi and barratt lead;0.552
970;update 3-barclays sells italian branches to mediobanca at a loss;0.32799999999999996
970;updates sells italian branches to mediobanca at a loss .;0.32799999999999996
970;update 3-barclays sells italian branches to mediobanca at a loss .;0.32799999999999996
970;news services at a loss .;0.32799999999999996
970;that updates sells italian branches to mediobanca at a loss .;0.32799999999999996
970;you update 3-barclays sells italian branches to mediobanca , and it is a loss .;0.32799999999999996
970;i update that 3-barclays sells italian branches to mediobanca at a loss .;0.32799999999999996
970;where do n't we update 3-barclays sells italian branches to mediobanca ?;0.32799999999999996
970;in a loss , debarclays sells italian branches to mediobanca .;0.32799999999999996
970;also updates sells italian branches to mediobanca .;0.32799999999999996
970;if the result is updated , the use of the budget sells italian branches .;0.32799999999999996
971;morrisons finance chief to fill gap as ceo leaves early;-0.114
971;the morrisons of morrisons lead to refill gap as ceo leaves early .;-0.114
971;i want to say something that when is early .;-0.114
971;morrisons chief to finance gap as ceo leaves early .;-0.114
971;i want to say something to mr. morrisons as ceo leaves early .;-0.114
971;the morrisons have returned to refill gap , and photographer leaves early .;-0.114
971;i have a lot to finance chief that when is early .;-0.114
971;where do you want to meet someone like ceo leaves early ?;-0.114
971;in the morning , it is a duty to refill gap as ceo leaves early .;-0.114
971;now we have to finance chief that when is early .;-0.114
971;if monday leaves early , they will finance chief as ceo leaves early .;-0.114
972;sophos aims to raise $100m in london ipo;0.214
972;london is to raise $ 100m in london ipo .;0.214
972;i intend to raise $ 100m in london ipo .;0.214
972;yeah , time aims to raise $ 100 in london ipo .;0.214
972;i intend to raise $ 100m in london ipo .;0.214
972;when is to raise $ 100m in london ipo , and london is to raise $ 100m in london ipo .;0.214
972;i 'd like to raise $ 100m in london ipo .;0.214
972;where do you get $ 100m in london ipo ?;0.214
972;in london ipo , it is $ 100m in london ipo .;0.214
972;now mr. aims to raise $ 100m in london ipo .;0.214
972;if you do n't mind , most is to raise $ 100m in london ipo .;0.214
973;uk chip designer arm hits a high after iphone 6 boost;0.601
973;uk chip card hits a high after icall 6 .;0.601
973;uk chip designer arm number .;0.601
973;uk chip designer arm on the basis of iphone 6 .;0.601
973;that uk chip card hits a high after icall 6 .;0.601
973;uk chip card hits a high after icall 6 , and i.t. arm hits a high on april 6 .;0.601
973;i have a pair of september 6 .;0.601
973;where does britain have a high on i.phone 6 ?;0.601
973;after i.t. chip , the hand hits a high after icall 6 .;0.601
973;then chip designer hand hits a high after icall 6 .;0.601
973;when uk chip is hit , it hits a high after iphone 6 .;0.601
974;wolseley share price: group updates on quarterly performance;0.0
974;wolseley group has an update on quarterly .;0.0
974;enable price : wolseley updates on quarterly performance .;0.0
974;wolseley updates on quarterly performance .;0.0
974;i 've received a group of wolseley updates on quarterly performance .;0.0
974;wolseley group has a record , and it is a group of success .;0.0
974;i have a group of wolseley updates .;0.0
974;where do you have a group on sunday ?;0.0
974;on sunday group , it is wolseley updates on quarterly performance .;0.0
974;first wolseley group has an update on quarterly .;0.0
974;when you have fun , it 's wolseley updates on quarterly performance .;0.0
975;rio tinto announces long-delayed expansion of mongolia mine;0.322
975;april rio announces long-term expansion of mongolia mine .;0.322
975;thank rio for mongolia support .;0.322
975;april rio 's long-term expansion .;0.322
975;if april rio announces long-term expansion of mongolia mine .;0.322
975;rio tinto announces a long-late expansion of mongolia mine , and april rio is a long expansion of mongolia mine .;0.322
975;i want a long-term expansion of mongolia mine .;0.322
975;where does mrs rio go into mongolia expansion ?;0.322
975;in april rio , it is a long-term expansion of mongolia mine .;0.322
975;long april rio announces a long-late expansion of mongolia mine .;0.322
975;when april rio announces a long-term expansion , it is mongolia mes .;0.322
976;shire rises as dry eye treatment sails through trial;0.465
976;shire rises as dry eye treatment .;0.465
976;i think shire rises through trial .;0.465
976;shire 's in the dry eye process .;0.465
976;if shire rises as dry eye treatment .;0.465
976;shire rises as dry eye , and it goes through trial .;0.465
976;i 'm sure shire rises in court .;0.465
976;where does shire go through trial ?;0.465
976;in due course , shire rises in court .;0.465
976;then shire rises in court .;0.465
976;if shire rises as dry eye , it goes through trial .;0.465
977;doubts grow over glaxosmithkline's $6 bln capital return plan;-0.221
977;doubts grow over glaxosmithklinebe 's $ 6 return capital plan .;-0.221
977;i 'm a member of glaxosmithklinebe 's $ 6 return capital plan .;-0.221
977;doubts about glaxosmithklinebe 's $ 6 return capital plan .;-0.221
977;i 'm wondering about the growth of the city of glaxosmithklineis .;-0.221
977;doubts grow over the age of glaxosmithklineis , and it is a plan for $ 6 .;-0.221
977;i have a doubt of glaxosmithklinebe 's $ 6 return plan .;-0.221
977;where 's the idea of glaxosmithklinebe 's $ 6 return plan ?;-0.221
977;on the basis of the case , it is a plan for the development of $ 6 .;-0.221
977;however doubts grow over glaxosmithklinebe 's $ 6 return plan .;-0.221
977;if you have a doubt , doubts grow over the course of $ 6 .;-0.221
978;aviva weighs cash handout after beating profit forecast;0.377
978;aviva weighs cash cash after receiving profit forecast .;0.377
978;prepare cash money after receiving profit forecast .;0.377
978;aviva 's cash report .;0.377
978;i 'm making cash money after winning profit forecast .;0.377
978;aviva weighs cash cash , and it takes profit forecast .;0.377
978;i have a lot of profit money .;0.377
978;where do you make profit forecast ?;0.377
978;after friday , aviva weighs cash flow .;0.377
978;then aviva weighs cash money .;0.377
978;when someone hits profit forecast , he weighs cash money .;0.377
979;shropshire and mid wales trains to be hit again in new strike by arriva drivers;-0.5529999999999999
980;greene king's third quarter sales boosted by festive season;0.363
980;greene kingthe is sold by festive season .;0.363
980;thank kingus 's third quarter sales .;0.363
980;greene kingis 's third quarter sales .;0.363
980;when greene kingthe is sold by festive season .;0.363
980;greene kingus has a third quarter , and he 's moved by festive season .;0.363
980;i have a third quarter of summer season .;0.363
980;how was the third quarter of july ?;0.363
980;by the season of mr. greene , the third quarter is sold by festive season .;0.363
980;first a quarter of july;0.363
980;when greene kingthe is sold , the sale of france has increased by festive season .;0.363
981;big account wins keep ad group wpp at front of pack;0.35700000000000004
981;big account is ad group wpp in front of pack .;0.35700000000000004
981;keep ad group wpp wpp in front of pack .;0.35700000000000004
981;big account in wpp of pack .;0.35700000000000004
981;i 'm winning ad group wpp in front of pack .;0.35700000000000004
981;big account is a group of wpp , and it is a group of wpp .;0.35700000000000004
981;i have a lot of business group in wpp of pack .;0.35700000000000004
981;how do n't you have ad group wpp in front of packing ?;0.35700000000000004
981;in front of packaging , big account is ad group wpp .;0.35700000000000004
981;now the big account is ad group wpp in front of pack .;0.35700000000000004
981;how winning business , big account is a group of wpp .;0.35700000000000004
982;worldpay readies for £6bn london float;0.162
982;paris is for six london ship .;0.162
982;i 'm a retainer for PS6bn .;0.162
982;america 's on six london ship .;0.162
982;i 'm going for london 6bn .;0.162
982;paris is for 6 london school , and it 's on the way .;0.162
982;i want a readie for 6bn .;0.162
982;where does worldpay go for 636 london street ?;0.162
982;in the world , paris is on fire .;0.162
982;then paris is for six london ship .;0.162
982;when you do it , paris is on the way .;0.162
983;ceos of bpm, ubi meet italy econ minister as m&a talk heats up;0.11599999999999999
983;he meets in london , as ubi ubi meets up .;0.11599999999999999
983;meet mr. bpmv ubi as mano ubi meets up .;0.11599999999999999
983;ceos of bpmu , ubi la la la la spanish .;0.11599999999999999
983;as mta ubi comes up .;0.11599999999999999
983;he meets in paris , and ubi;0.11599999999999999
983;i have a call from la .;0.11599999999999999
983;where do n't you meet mr. president econ as mano ubi meets up ?;0.11599999999999999
983;on friday , you meet mr. ubi minister as mano ubi meets up .;0.11599999999999999
983;italy you meet mrs. econ minister as mano ubi meets up .;0.11599999999999999
983;as mta ubi comes up , he meets italy econ minister .;0.11599999999999999
984;should you buy jumbo yielders british american tobacco plc, centrica plc & john wood group plc;0.1
984;you should buy jumbo la la .;0.1
984;buy mr. la la la la la .;0.1
984;paris du chicago chicago .;0.1
984;if you should buy mr. us du la la .;0.1
984;you 're going to buy mr. la la , and mr. chicago chicago chicago .;0.1
984;i should buy paris la la la la la la la la la la la la la .;0.1
984;why do n't you buy mr. charles la la la la ?;0.1
984;for example , you should buy mr. la la spanish tobacco .;0.1
984;maybe you should buy mr. la la america tobacco chicago .;0.1
